Title,Title_link,date,Rating,Description_of_duration,authorInfo,Positive_Review,pos_count,Negative_Review,neg_count,UI_TEXT,reviewBodyCell,author_location,authorLocation_current,Outlook,CEO_Approval
"""Great Place""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36469690.htm,28 September 2020,5.0,I have been working at Walmart part-time for more than 5 years,Current Employee - Pharmacy Technician,great hours and great enviroment,1,on your feet all day,0,,,,,,
"""Great job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36471370.htm,28 September 2020,5.0,I have been working at Walmart part-time for less than a year,Current Employee - Stock Associate,flexible schedules  1 hour lunch,1,not really any downside unless you aren’t fast paced,0,,,,,,
"""great company""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36474240.htm,28 September 2020,5.0,I worked at Walmart part-time,Former Employee - Cashier,good people and good locations,1,bad hours and below average pay,0,,,,,,
"""Good job good pay""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36475894.htm,28 September 2020,5.0,I have been working at Walmart full-time,Current Employee - Order Filler,good if you need a career  pay is good  if your young and need consistent work this is your job you have so many different options and different areas you can choose from and work your way to the top,1,good management good people  good teams,0,,,,,,
"""Stocker""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36480128.htm,29 September 2020,5.0,I have been working at Walmart full-time for less than a year,Current Employee - Academy Trainer,helping the customers find the items fast keeping smile,1,no pay for holidays   the point system,0,,,,,,
"""Lost in a sea of faces""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37080198.htm,13 October 2020,2.0,I have been working at Walmart full-time,Current Employee - Walmart Sales Associate,good pay  though seniority doesn t matter,1,crazy hours  things keep changing  management is a joke,0,,,,,,
"""Mis managed""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37089278.htm,13 October 2020,2.0,I worked at Walmart full-time,Former Employee - Customer Service Agent,excellent health and dental insurance  and paid holidays and vacation,1,poor communication and mis managed  just as with any job there are always ups and downs  too much gossip and favoritism  it was 2015 when i left and i don't miss this place just the customers ,0,,,,,,
"""Nothing But a Headache""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37102671.htm,13 October 2020,2.0,I worked at Walmart full-time for more than a year,Former Employee - Cap-1 Associate,flexible hours  some decent benefits,1,horrible coworkers and management  poorly planned and executed events of any kind,0,,,,,,
"""Good pay, bad environment""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37118385.htm,14 October 2020,2.0,I worked at Walmart full-time for less than a year,Former Employee - People Lead,pay is great for stating out,1,unorganized environment and long days,0,,,,,,
"""Once skills are learned, just a clock in clock out job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36334918.htm,24 September 2020,5.0,I worked at Walmart part-time for less than a year,Former Employee - Backroom Associate,really not that bad  at first there is a lot to learn but you get the hang of it and it becomes second nature  get to turn off your brain and just work ,1,your coworkers can sometimes be really strange ,0,,,,,,
"""Wal Mart vision""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36446309.htm,28 September 2020,4.0,I have been working at Walmart part-time for more than 3 years,Current Employee - State Licensed Optician,great work and life balance,1,very hard to get full time position with medical insurance,0,,,,,,
"""Sales""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36450907.htm,28 September 2020,4.0,I worked at Walmart full-time for more than a year,Former Employee - Retail Sales Associate,good coorpate culture and a lot of good coworkers,1,not enough leaders and employees that have experience,0,,,,,,
"""Mediocre Job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36455046.htm,28 September 2020,4.0,I have been working at Walmart part-time for less than a year,Current Employee - Cashier Walmart,pretty stable job and salary for an odd job ,1,there isn't anything special about this job  everyone is just working to get paid ,0,,,,,,
"""It's a job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36458947.htm,28 September 2020,4.0,I worked at Walmart full-time,Former Employee - Overnight Maintenance,they give you full benefits,1,the pay rate is not the greatest,0,,,,,,
"""Good""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36464204.htm,28 September 2020,4.0,I worked at Walmart full-time for less than a year,Former Employee - Overnight Stocker,have good management and good co workers,1,not always hold up the weather i say,0,,,,,,
"""Great when everyone works together""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36464118.htm,28 September 2020,4.0,I have been working at Walmart full-time for more than a year,Current Employee - Automotive Technician,amazing benefits and job experience ,1,can be rough when everyone doesn't work as a team ,0,,,,,,
"""Seeking a career in an organization with growth propensity.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36466608.htm,28 September 2020,4.0,I have been working at Walmart part-time,Current Employee - Fire Safety Specialist,forward looking and opportunities abound ,1,there is no much time for training  must go all out to learn the system ,0,,,,,,
"""Great job!""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36467285.htm,28 September 2020,4.0,I worked at Walmart full-time for less than a year,Former Employee - Freight Loader,good pay  good workout  and good policies,1,it wears on your body and can be boring ,0,,,,,,
"""Flexible Work Hours, Great Colleagues""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36471684.htm,28 September 2020,4.0,I worked at Walmart part-time for more than 3 years,Former Employee - Customer Service Associate,1  great coworkers and team 2  flexible hours (especially for students),1,1  pressure on credit card application 2  nepotism,0,,,,,,
"""Not bad""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW36476156.htm,28 September 2020,4.0,I worked at Walmart part-time for less than a year,Former Employee - Night-Shift Stocker,easy work  virtually no learning curve ,1,sometimes physically exhausting  little job growth for most people ,0,,,,,,
"""One of the better places to work.""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37033142.htm,12 October 2020,3.0,I worked at Walmart part-time for more than 3 years,Former Employee - Sales Associate,work is easy for the pay ,1,long lunch could be shortened and leave earlier ,0,,,,,,
"""Okay place to work.  Pay isn’t enough""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37035950.htm,12 October 2020,3.0,I worked at Walmart full-time,Former Employee - Customer Service Manager,they have a flexible schedule most of time,1,pay for mid level employees is low,0,,,,,,
"""Fine Job""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37038781.htm,12 October 2020,3.0,I worked at Walmart part-time,Former Employee - Sales Associate,- quick and pretty easy training,1,  minimum wage  not a high salary,0,,,,,,
"""Decent place to work""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37054221.htm,12 October 2020,3.0,I have been working at Walmart full-time for more than 10 years,Current Employee - Backroom Associate,they re consistent with the hours and sometimes they offer overtime,1,at times management can be sloppy and unorganized,0,,,,,,
"""All Politics""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37054658.htm,12 October 2020,3.0,I have been working at Walmart part-time for more than a year,Current Employee - Front End Cashier,it is the best to job if you are starting your career in canada if you are new to canada,1,all politics they promote people only according to their personal relation  not according to the performance or knowledge ,0,,,,,,
"""Great Opportunity""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37054552.htm,12 October 2020,3.0,I have been working at Walmart full-time,Current Employee - Department Manager,plenty of room to grow ,1,we are always short on staff ,0,,,,,,
"""Company good, management bad""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37055014.htm,12 October 2020,3.0,I have been working at Walmart full-time,Current Employee - Department Manager,decent pay  hours available  nice coworkers,1,constantly rearranging management  managers can be rube and unfair ,0,,,,,,
"""Eh almost consistent""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37055259.htm,12 October 2020,3.0,I have been working at Walmart full-time for more than a year,Current Employee - Associate,pays the bills easy work,1,managers don't want to be there,0,,,,,,
"""Not a Career""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37060046.htm,12 October 2020,3.0,I have been working at Walmart part-time for less than a year,Current Employee - Walmart Cashier,flexible schedule  jobs are not difficult,1,management  hr sucks  almost no opportunities in the first 6 months  attendance policy is horrible,0,,,,,,
"""Not a Career""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37060046.htm,12 October 2020,3.0,I have been working at Walmart part-time for less than a year,Current Employee - Walmart Cashier,flexible schedule  jobs are not difficult,1,management  hr sucks  almost no opportunities in the first 6 months  attendance policy is horrible,0,,,,,,
"""Walmart""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37062103.htm,12 October 2020,3.0,I worked at Walmart full-time,Former Employee - Department Manager,good benefits  new learning opportunities,1,hours cut  no communication  crazy,0,,,,,,
"""Flexibility""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37062291.htm,12 October 2020,3.0,I have been working at Walmart part-time for less than a year,Current Employee - Cashier,flexibility in scheduling  opportunities for advancement,1,don't get paid enough for the work,0,,,,,,
"""Decent""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37063076.htm,12 October 2020,3.0,I worked at Walmart full-time for less than a year,Former Employee - Sales Associate,got pay on time  great coworkers,1,annoying hours  were not flexible,0,,,,,,
"""Really good place to work""",https://www.glassdoor.co.in/Reviews/Employee-Review-Walmart-RVW37064711.htm,12 October 2020,3.0,I have been working at Walmart part-time,Current Employee - Pharmacy Assistant,great friendly coworkers! the pay was great worked with my hours,1,some customers could be rude,0,,,,,,
